config_id,config_source,center_id,eta,max_depth,min_child_weight,subsample,colsample_bytree,gamma,lambda,alpha,signature,n_folds,mean_rmsle,sd_rmsle,worst_fold_rmsle,best_fold_rmsle,median_best_nrounds,mean_elapsed_seconds,rank
random_055,random_search,,0.0515400671072863,5,32.6590035287353,0.736528513580561,0.78588550966233,0,0.0847723279903842,0.000776370585921376,0.05154007|5|32.65900353|0.73652851|0.78588551|0.00000000|0.08477233|0.00077637,1,0.547390385260255,0,0.547390385260255,0.547390385260255,5000,21.5690400600433,33
random_025,random_search,,0.0273494197130139,6,2.07395310011779,0.932771025132388,0.661154889129102,0.101190331409735,8.5307699694091,0,0.02734942|6|2.07395310|0.93277103|0.66115489|0.10119033|8.53076997|0.00000000,1,0.547719608580534,0,0.547719608580534,0.547719608580534,5000,63.8526210784912,34
random_024,random_search,,0.0372658810758279,7,7.89876764897581,0.879304637946188,0.96627341536805,0.494662674748079,2.61121865543867,0.000183746770128071,0.03726588|7|7.89876765|0.87930464|0.96627342|0.49466267|2.61121866|0.00018375,1,0.54793258806395,0,0.54793258806395,0.54793258806395,5000,19.8873047828674,35
random_012,random_search,,0.129238248116597,8,1.25105959574012,0.979090776015073,0.888238509371877,0.178522286327522,0.124246762053545,0.000543842889494075,0.12923825|8|1.25105960|0.97909078|0.88823851|0.17852229|0.12424676|0.00054384,1,0.548581349515359,0,0.548581349515359,0.548581349515359,5000,10.0364511013031,36
random_013,random_search,,0.0666783337253215,9,2.24947374927877,0.747795546334237,0.99368768138811,3.38185414277538,0.134081024338577,0.0105329836182617,0.06667833|9|2.24947375|0.74779555|0.99368768|3.38185414|0.13408102|0.01053298,1,0.548703499522601,0,0.548703499522601,0.548703499522601,5000,12.6797931194305,37
random_022,random_search,,0.0346883085727804,5,1.87665268225436,0.668868698552251,0.792817042209208,0.0803673248545733,0.252199857465246,2.51902632528024,0.03468831|5|1.87665268|0.66886870|0.79281704|0.08036732|0.25219986|2.51902633,1,0.548803925729964,0,0.548803925729964,0.548803925729964,5000,49.8307271003723,38
random_021,random_search,,0.0382757626042016,6,1.7541568336045,0.82914682328701,0.695490410737693,0.19648828284901,23.5802652948287,0.0215111442024866,0.03827576|6|1.75415683|0.82914682|0.69549041|0.19648828|23.58026529|0.02151114,1,0.550158250651814,0,0.550158250651814,0.550158250651814,5000,29.9103219509125,39
random_014,random_search,,0.0734680242324335,5,11.9725020608717,0.89483109517023,0.808454290311784,0,3.40487378997419,0,0.07346802|5|11.97250206|0.89483110|0.80845429|0.00000000|3.40487379|0.00000000,1,0.550518803590177,0,0.550518803590177,0.550518803590177,5000,25.0871131420136,40
random_007,random_search,,0.0186608714001097,6,2.7515604552299,0.925856015551835,0.77940653655678,2.04524780871088,8.90125616663834,0.211629386592413,0.01866087|6|2.75156046|0.92585602|0.77940654|2.04524781|8.90125617|0.21162939,1,0.550824962758173,0,0.550824962758173,0.550824962758173,5000,62.0884039402008,41
random_042,random_search,,0.142295201615687,5,14.5568820071986,0.914275133702904,0.642167098447681,0,0.231526188669182,0,0.14229520|5|14.55688201|0.91427513|0.64216710|0.00000000|0.23152619|0.00000000,1,0.550898885649626,0,0.550898885649626,0.550898885649626,5000,24.5959179401398,42
random_054,random_search,,0.0168123992462138,5,18.2265649606542,0.741442430391908,0.746576577983797,0,0.313745562044864,0.00184287114529811,0.01681240|5|18.22656496|0.74144243|0.74657658|0.00000000|0.31374556|0.00184287,1,0.553062241839387,0,0.553062241839387,0.553062241839387,5000,58.3114049434662,43
random_029,random_search,,0.015219207665351,5,1.83263608512685,0.908133629709482,0.894073722325265,0,25.0603721939984,2.26577650062805,0.01521921|5|1.83263609|0.90813363|0.89407372|0.00000000|25.06037219|2.26577650,1,0.557535688570483,0,0.557535688570483,0.557535688570483,5000,72.2739729881287,44
random_040,random_search,,0.110299761587905,4,7.16346838980024,0.985537332762033,0.909836616832763,0.0612664498913094,0.190221715181661,0.00517659285310457,0.11029976|4|7.16346839|0.98553733|0.90983662|0.06126645|0.19022172|0.00517659,1,0.558099111674995,0,0.558099111674995,0.558099111674995,5000,19.4172279834747,45
random_018,random_search,,0.0249571044647588,4,2.66468582230119,0.851989221386612,0.673531396314502,0.0206434272790568,12.5401858346226,0.503120255157601,0.02495710|4|2.66468582|0.85198922|0.67353140|0.02064343|12.54018583|0.50312026,1,0.560835548345507,0,0.560835548345507,0.560835548345507,5000,70.4275012016296,46
random_005,random_search,,0.038961672804148,4,3.89863466389185,0.660977899096906,0.655522425379604,0.00719079374955808,0.222010737293697,0,0.03896167|4|3.89863466|0.66097790|0.65552243|0.00719079|0.22201074|0.00000000,1,0.56091799329265,0,0.56091799329265,0.56091799329265,5000,49.0496520996094,47
random_046,random_search,,0.0301297948310187,4,1.80755168886755,0.94502075901255,0.981240485515445,0.0155180338900986,1.84017949232351,0.135295931486002,0.03012979|4|1.80755169|0.94502076|0.98124049|0.01551803|1.84017949|0.13529593,1,0.565872674878432,0,0.565872674878432,0.565872674878432,5000,62.5116639137268,48
random_043,random_search,,0.0196790940056862,4,37.9942730046572,0.654826988559216,0.962123832665384,0,1.99537108701098,0,0.01967909|4|37.99427300|0.65482699|0.96212383|0.00000000|1.99537109|0.00000000,1,0.568304174499231,0,0.568304174499231,0.568304174499231,5000,80.4944739341736,49
random_010,random_search,,0.0202668825466156,4,3.55086365385447,0.862703251186758,0.728149296995252,2.01080188880024,0.166113267878105,0.000750348902000797,0.02026688|4|3.55086365|0.86270325|0.72814930|2.01080189|0.16611327|0.00075035,1,0.568685058910643,0,0.568685058910643,0.568685058910643,5000,72.2476809024811,50
random_002,random_search,,0.0560692389144576,4,27.6422623357698,0.698435093741864,0.616823813412339,3.46176707962144,0.407364669919695,0.244260463724234,0.05606924|4|27.64226234|0.69843509|0.61682381|3.46176708|0.40736467|0.24426046,1,0.572365618390009,0,0.572365618390009,0.572365618390009,5000,18.6984980106354,51
random_057,random_search,,0.120039677320274,3,38.4204746471524,0.721155049838126,0.975655360240489,0.00137477105309547,4.0667536701777,0.248351666479752,0.12003968|3|38.42047465|0.72115505|0.97565536|0.00137477|4.06675367|0.24835167,1,0.576703170963063,0,0.576703170963063,0.576703170963063,5000,29.5534448623657,52
random_031,random_search,,0.0702058494803519,3,1.44998001785751,0.628761638887227,0.952176227513701,0,6.2284985474998,0,0.07020585|3|1.44998002|0.62876164|0.95217623|0.00000000|6.22849855|0.00000000,1,0.577018150723279,0,0.577018150723279,0.577018150723279,5000,44.2830119132996,53
random_041,random_search,,0.0353834889234062,4,7.26760145532561,0.965598179865628,0.67411857675761,3.91711739447321,0.304099323124906,0.636968751036055,0.03538349|4|7.26760146|0.96559818|0.67411858|3.91711739|0.30409932|0.63696875,1,0.579586915761846,0,0.579586915761846,0.579586915761846,5000,24.9438500404358,54
random_039,random_search,,0.118257839843444,3,3.81970009596652,0.913578591495752,0.677351471967995,0.00340388540323054,0.0560178087893656,0,0.11825784|3|3.81970010|0.91357859|0.67735147|0.00340389|0.05601781|0.00000000,1,0.581776783359495,0,0.581776783359495,0.581776783359495,5000,22.6194741725922,55
random_047,random_search,,0.0614841572061724,4,6.02914036426985,0.639778329338878,0.664466305077076,4.85799650274091,0.305609606821841,0,0.06148416|4|6.02914036|0.63977833|0.66446631|4.85799650|0.30560961|0.00000000,1,0.581922861203843,0,0.581922861203843,0.581922861203843,5000,17.044529914856,56
random_050,random_search,,0.0436624283407529,3,8.65173992679748,0.708311207778752,0.692038768157363,0,4.16150006423258,0.0151582819354821,0.04366243|3|8.65173993|0.70831121|0.69203877|0.00000000|4.16150006|0.01515828,1,0.637115996069066,0,0.637115996069066,0.637115996069066,5000,5.78184390068054,57
random_020,random_search,,0.0276136611017748,3,29.039044126736,0.96074975579977,0.709666648600251,0,0.390928853681452,0.0254946469625424,0.02761366|3|29.03904413|0.96074976|0.70966665|0.00000000|0.39092885|0.02549465,1,0.637128554231667,0,0.637128554231667,0.637128554231667,5000,6.17232322692871,58
random_044,random_search,,0.0327645222111976,3,3.21937605565068,0.932627439219505,0.686068833060563,0.0461111439617765,1.20878055194955,0.000258531656550529,0.03276452|3|3.21937606|0.93262744|0.68606883|0.04611114|1.20878055|0.00025853,1,0.637138217844369,0,0.637138217844369,0.637138217844369,5000,4.91578817367554,59
random_036,random_search,,0.0309287265938242,3,13.0988934614027,0.856584941595793,0.857569165993482,0,26.0372230569802,1.48003350096585,0.03092873|3|13.09889346|0.85658494|0.85756917|0.00000000|26.03722306|1.48003350,1,0.639126984563837,0,0.639126984563837,0.639126984563837,5000,5.68642902374268,60
random_032,random_search,,0.0188422641727775,3,18.0691051290275,0.603771962039173,0.911626353114843,4.29445229027248,5.31285001865041,0,0.01884226|3|18.06910513|0.60377196|0.91162635|4.29445229|5.31285002|0.00000000,1,0.639204622435145,0,0.639204622435145,0.639204622435145,5000,7.65918397903442,61
random_035,random_search,,0.0162113443945424,3,1.13729080615808,0.735356513503939,0.966025504656136,0,2.59264431777965,0.00033039498078441,0.01621134|3|1.13729081|0.73535651|0.96602550|0.00000000|2.59264432|0.00033039,1,0.639213659205839,0,0.639213659205839,0.639213659205839,5000,7.96940612792969,62
