config_id,config_source,center_id,fold_id,phase,status,error_message,valid_rmsle,valid_rmse_log,best_nrounds,elapsed_seconds,train_rows,valid_rows,n_columns,eta,max_depth,min_child_weight,subsample,colsample_bytree,gamma,lambda,alpha
local_016,local_refinement,random_004,inner_1,local_refinement,ok,,0.628213143243056,0.628213143243056,5000,3.21696305274963,1142335,157920,257,0.109868400884107,7,1,0.834695297759026,0.951891641458496,0.0666198856873879,0.341592705395391,3.99389027553149
local_017,local_refinement,random_027,inner_1,local_refinement,ok,,0.62896159920855,0.62896159920855,5000,3.5916759967804,1142335,157920,257,0.0729363109494017,7,6.32097704387204,0.989093146007508,0.696693727327511,0.00398825924414808,0.412464084927523,0.903344999314873
local_018,local_refinement,reference_config,inner_1,local_refinement,ok,,0.624671807429118,0.624671807429118,5000,6.08320808410645,1142335,157920,257,0.0289546096340747,7,7.90746629299255,0.800387618357002,0.6,0.0108069298166322,0.321084106677951,0.00218085216124814
local_019,local_refinement,random_004,inner_1,local_refinement,ok,,0.633029399120255,0.633029399120255,5000,5.65910291671753,1142335,157920,257,0.083468830813018,6,1,0.740999705484137,0.835270911036059,0,0.216143818518303,3.04024681525511
local_020,local_refinement,random_027,inner_1,local_refinement,ok,,0.628678860130621,0.628678860130621,5000,3.87601208686829,1142335,157920,257,0.0795805172169189,7,4.70373278161221,0.916872896347195,0.614492302015424,0.00814359554157444,0.739479328514542,0
random_004,random_search,,inner_1,successive_halving_stage3,ok,,0.625408733532267,0.625408733532267,5000,11.70876288414,1142335,157920,257,0.0735862272781206,6,1.09504659521962,0.791118388436735,0.903383815009147,0,0.199610775479002,3.24709672462535
random_011,random_search,,inner_1,successive_halving_stage3,ok,,0.630278823312257,0.630278823464704,5000,12.1937479972839,1142335,157920,257,0.059714557486268,6,6.06439376387123,0.981789530999959,0.79316095886752,0.00221924396944625,14.8763910922533,0.0361016706178508
random_015,random_search,,inner_1,successive_halving_stage3,ok,,0.629768222341323,0.629768222341323,5000,23.1748030185699,1142335,157920,257,0.030746342529607,6,1.03936704134297,0.673539809603244,0.937091727554798,0.80990088718213,0.219367556726256,0.0157455444115254
random_027,random_search,,inner_1,successive_halving_stage3,ok,,0.626212763091796,0.626212763091796,5000,6.21197295188904,1142335,157920,257,0.0587674586932588,7,7.09261912210044,0.914116668514907,0.667224324215204,0.0089420486785707,0.664434377799752,0
random_053,random_search,,inner_1,successive_halving_stage3,ok,,0.629843511053591,0.629843511053591,5000,9.98408079147339,1142335,157920,257,0.0715014940236985,6,35.9999635359953,0.628195591084659,0.783914077281952,0,4.44712747345938,0
random_056,random_search,,inner_1,successive_halving_stage3,ok,,0.626695416930014,0.626695416930014,5000,6.79665899276733,1142335,157920,257,0.0427418081264625,7,1.25999567914432,0.926032598037273,0.720457009784877,0.0290761458825108,0.515325076869401,0.000722299027143444
reference_config,previous_submission_reference,,inner_1,successive_halving_stage3,ok,,0.626372590438121,0.626381492901411,5000,22.0554430484772,1142335,157920,257,0.03591504,6,3.99688001,0.87071714,0.6513113,0.01718908,0.31737196,0.00620258
baseline,baseline,,inner_2,baseline,ok,,0.72282946523959,0.72282946523959,5000,4.70863699913025,1300255,157920,257,0.03,6,10,0.85,0.85,0,1,0
local_001,local_refinement,reference_config,inner_2,local_refinement,ok,,0.718183376158647,0.718183376158647,5000,5.03770780563355,1300255,157920,257,0.0225119604272064,6,5.80560066248863,0.81093326321958,0.681363600076932,0.0128123162225128,0.618008768743488,0.0142832251030675
local_002,local_refinement,random_004,inner_2,local_refinement,ok,,0.734105483854529,0.734105483854529,5000,3.59064102172852,1300255,157920,257,0.0733049937187993,7,1.23620241892819,0.775811118632555,0.993300879606977,0.0173746563798348,0.0624696856127421,3.01078631536409
