configuration_name,source_config_id,config_source,center_id,eta,max_depth,min_child_weight,subsample,colsample_bytree,gamma,lambda,alpha,recommended_nrounds,inner_mean_rmsle,inner_sd_rmsle,inner_worst_fold_rmsle
hpo_config,reference_config,previous_submission_reference,,0.03591504,6,3.99688001,0.87071714,0.6513113,0.01718908,0.31737196,0.00620258,5000,0.627851951181809,0.0866635778145632,0.71524573900658
